trans_datetime,merchant,category,amt,gender,state,job,trans_num,is_fraud
1/1/2019 15:25,"fraud_McCullough, Hudson and Schuster",food_dining,98.07,M,CA,Chemical engineer,95f57d9404cf056a826ec8b53c108547,0
1/1/2019 15:25,fraud_Kilback LLC,food_dining,22.83,F,WI,Applications developer,af204ea18157b629c84a259a24e79086,0
1/1/2019 15:27,fraud_Gerhold LLC,home,119.24,F,OK,Bookseller,55586fb08f780e34ff145cec7e531b3b,0
1/1/2019 15:27,"fraud_Romaguera, Wehner and Tromp",kids_pets,92.48,F,WA,Special educational needs teacher,f16d17932951db1e8664b82c65fd0da9,0
1/1/2019 15:27,"fraud_Walter, Hettinger and Kessler",personal_care,6.29,M,IA,Probation officer,4850efbdc14d524d819a290cf8fe2a0b,0
1/1/2019 15:27,fraud_Gulgowski LLC,home,45.85,F,IL,Magazine journalist,ff95b35e482440e2fa3962edabada28a,0
1/1/2019 15:28,fraud_Predovic Inc,shopping_net,4.1,F,GA,Theatre manager,b2185f1f24d9390ee342aed63be3954f,0
1/1/2019 15:28,fraud_Kutch-Wilderman,home,36.32,F,WA,Musician,a90ccd075dec38f3f63faf77771b3cfd,0
1/1/2019 15:29,fraud_Botsford and Sons,home,39.17,M,NH,"Therapist, music",fdbc3382b3f48ede1a474e103be3474d,0
1/1/2019 15:31,fraud_Gottlieb-Hansen,personal_care,23.28,F,MO,Production manager,59647fbb3e348d296e53626c160a6a09,0
1/1/2019 15:31,"fraud_Pouros, Walker and Spencer",kids_pets,56.58,F,KS,Tourism officer,7b7b648382b5161ecc52ac4fbf4bc8ef,0
1/1/2019 15:31,fraud_Beier-Hyatt,shopping_pos,2.05,F,OK,Barrister,ff60cdcce5c2aa9889c4cb412a692158,0
1/1/2019 15:31,fraud_Skiles LLC,home,94.21,M,AL,"Engineer, automotive",ce7edbd8c7bf9c02d3c8a8a413e25808,0
1/1/2019 15:32,"fraud_Bernhard, Grant and Langworth",shopping_pos,149.44,M,VT,"Development worker, community",53bed70243f78062853004813c9776e2,0
1/1/2019 15:33,"fraud_Labadie, Treutel and Bode",shopping_net,2.76,M,FL,"Engineer, land",0de2c12991c740942557886ef552deed,0
1/1/2019 15:33,fraud_Schaefer Ltd,kids_pets,57.89,F,TX,"Radiographer, therapeutic",2c986120f322737dfb9206951f0fb010,0
1/1/2019 15:33,"fraud_Heathcote, Yost and Kertzmann",shopping_net,103.72,F,GA,Educational psychologist,f8a24906dce3776b669ec7349450cb8a,0
1/1/2019 15:33,"fraud_Hahn, Bahringer and McLaughlin",personal_care,16.28,F,MD,Regulatory affairs officer,283e3d8232bb7f93887c5c017e450d02,0
1/1/2019 15:34,fraud_Beier and Sons,home,26.82,F,NE,Insurance broker,46f723b08e6c93c1160a067a3b05914f,0
1/1/2019 15:34,fraud_Pollich LLC,home,80.42,F,TX,Multimedia programmer,bcc3d4fbd9cdd108f6f6a481adf7790c,0
1/1/2019 15:35,fraud_Leannon-Ward,food_dining,17.71,M,MI,"Engineer, automotive",99c09d08a10b5d2fd6a117bd95bd51c2,0
1/1/2019 15:35,fraud_Goldner-Lemke,entertainment,79.04,M,OR,Economist,6381ab88d125b50700d0cd834dbf2af1,0
1/1/2019 15:35,fraud_Little-Gleichner,travel,3.42,M,MT,"Engineer, drilling",ecda0e9be55b2b325ec37eed637f4ff0,0
1/1/2019 15:35,fraud_Grimes LLC,entertainment,44.03,M,OK,Media buyer,1b06cdc28e19da926b13316a7b09d706,0
1/1/2019 15:35,fraud_Frami Group,entertainment,3.43,F,GA,"Engineer, technical sales",a427eded0db7098ca893992308c740ec,0
1/1/2019 15:36,fraud_Beer-Jast,kids_pets,2.87,F,TX,"Engineer, production",ccbeceda52b09ab02539253a5e05be2f,0
1/1/2019 15:36,fraud_Ernser-Feest,home,67.5,F,WV,Forensic psychologist,df1d3761c032afcbfa65807f557a37fe,0
1/1/2019 15:38,fraud_Klein Group,entertainment,10.08,F,MN,Data scientist,061ef1cb25c58df60c068b80b1c6ac2e,0
1/1/2019 15:38,"fraud_Torp, Muller and Borer",health_fitness,118.71,M,MA,English as a second language teacher,1b5f0cd96cf8102d6e9fb09f8211f99e,0
1/1/2019 15:38,fraud_Shanahan-Lehner,personal_care,179.59,F,WI,"Engineer, civil (contracting)",d00289e22a0b06633bbbe3b40981f471,0
1/1/2019 15:38,"fraud_Roberts, Ryan and Smith",personal_care,9.33,F,GA,Tax adviser,b0876a3e07fa746447a903956bffe469,0
1/1/2019 15:38,fraud_Hermann and Sons,shopping_pos,8.76,M,SC,Materials engineer,eae4bb5c0759b2c2ea90c2a735d43309,0
1/1/2019 15:39,"fraud_Haley, Jewess and Bechtelar",shopping_pos,6.28,F,OH,Hospital doctor,3207e75e207bea5725d61d90805e55ae,0
1/1/2019 15:39,fraud_Gislason Group,travel,2.13,M,AR,"Scientist, biomedical",337742bd35bb3c9156bd2038ad90b011,0
1/1/2019 15:39,fraud_Barrows PLC,shopping_pos,51.09,M,OR,Research scientist (physical sciences),44c028e7cb3077c572312a84db8f22e2,0
1/1/2019 15:39,fraud_Botsford and Sons,home,43.59,F,CT,Herpetologist,e099894352508a11a8812f56d4019e27,0
1/1/2019 15:40,fraud_Abbott-Steuber,personal_care,71.42,M,SC,Mechanical engineer,423e23d3e1f09309ecc3e7382eaed27b,0
1/1/2019 15:41,"fraud_Dare, Fritsch and Zboncak",health_fitness,74,M,PA,Garment/textile technologist,6e86fec3e7338cce1345eaae275b24ac,0
1/1/2019 15:41,fraud_Kuhn Group,food_dining,8.08,M,IN,Community arts worker,69ddfcc8f7bd7fcfce56fa8a980f296b,0
1/1/2019 15:41,fraud_Pagac LLC,shopping_pos,9.56,M,NM,Historic buildings inspector/conservation officer,a341f1e6683f774b63cf1e49fd4124ea,0
1/1/2019 15:42,fraud_Fahey Inc,kids_pets,176.48,M,AR,"Scientist, biomedical",60027080474e0a8882cedb8df8d977f2,0
1/1/2019 15:42,fraud_Gottlieb-Hansen,personal_care,19.03,F,TX,Financial adviser,19554a1673b8f5422bbceeffccac8943,0
1/1/2019 15:42,"fraud_Streich, Rolfson and Wilderman",kids_pets,60.61,F,ME,Make,60fc97c48d023e2edba562d7e95eab86,0
1/1/2019 15:43,fraud_Homenick LLC,personal_care,1.46,M,OK,Fitness centre manager,e627e515f8610ebd6d541f7665d9f464,0
1/1/2019 15:43,fraud_Bins-Tillman,entertainment,77.85,M,CA,"Editor, magazine features",05d4776826bc2e9c35c7c24752f2ce58,0
1/1/2019 15:43,fraud_Beier LLC,entertainment,70.32,M,SD,Bookseller,bb5fb86831a89cebbbc4e4c4440ce5f9,0
1/1/2019 15:43,"fraud_Runte, Green and Emard",health_fitness,125.91,M,FL,"Engineer, land",28ffadbf75d2c84ed5384f52feb949d2,0
1/1/2019 15:44,fraud_Jewess LLC,shopping_pos,94.81,F,AZ,Contractor,00aa2b8433da2608fee5cbeb8d9e42c1,0
1/1/2019 15:44,fraud_White and Sons,home,21.08,M,WI,"Engineer, production",f6e494662a1cc0e815d8da5fefc4a99d,0
1/1/2019 15:45,fraud_Ankunding-Carroll,travel,5.33,M,NH,"Scientist, research (medical)",9897f660d2b00abdf7bfcb727ab86aee,0
1/1/2019 15:46,fraud_Ernser-Lynch,food_dining,16.17,F,CA,"Therapist, occupational",b1c9e5d006cdc67576a061fd988129cc,0
1/1/2019 15:46,fraud_Zulauf LLC,personal_care,44.09,F,NY,"Librarian, public",ad66618d7fe179473d3fef98fda55a7a,0
1/1/2019 15:47,"fraud_Pouros, Walker and Spencer",kids_pets,25.48,M,TX,"Librarian, public",661cb94d00a2f7e1a1fddd9665f3ed91,0
1/1/2019 15:47,fraud_Jewess LLC,shopping_pos,1.03,F,TX,Press sub,69787447fedf569daf5d48ea33829658,0
1/1/2019 15:47,fraud_Jacobi Inc,health_fitness,186.19,F,MS,Medical physicist,7b69be66057424be0842a580a61119a7,0
1/1/2019 15:47,"fraud_Hahn, Douglas and Schowalter",travel,6.36,F,TX,Barrister,4b785728a209c8db0a62783fcf46852c,0
1/1/2019 15:47,fraud_Abbott-Steuber,personal_care,111.13,M,NE,"Nurse, mental health",40ca0f0111ef54d04995b0ca9d5287f1,0
1/1/2019 15:47,"fraud_Lesch, D'Amore and Brown",food_dining,2.89,M,IL,Commercial/residential surveyor,08c6939aec5b19b10522284531fac7dc,0
1/1/2019 15:48,"fraud_Witting, Beer and Ernser",home,85.65,M,CO,Mental health nurse,bf5459c3bcc12a19c9e90d2119a8e00a,0
1/1/2019 15:48,fraud_Kautzer and Sons,personal_care,4.19,F,NY,IT trainer,7c68cf79c5dc8774e42f12aea299b3ba,0
1/1/2019 15:48,fraud_Morissette LLC,entertainment,72.23,F,MO,Agricultural consultant,f2f1a4945fc6b5f84822f6ea1dd8e7b3,0
1/1/2019 15:48,"fraud_Berge, Kautzer and Harris",personal_care,46.93,F,WV,Statistician,ce4387d8d0f07bd6e468eb1760c3f550,0
1/1/2019 15:48,fraud_Berge-Hills,kids_pets,48.08,M,PA,Oceanographer,481a68a4d4ed0677e5c8da0a36f72731,0
1/1/2019 15:49,fraud_Donnelly LLC,entertainment,22.46,M,MI,"Doctor, hospital",f13e4f81fba4b1ca03224ac7ac7852bb,0
1/1/2019 15:49,fraud_Volkman PLC,food_dining,19.06,M,NY,Further education lecturer,ef5e22013a8457f92e05984561b10b0b,0
1/1/2019 15:51,fraud_Kassulke PLC,shopping_net,17.86,F,WY,"Pilot, airline",1afd0bac075c4ba1a866dfb03535c110,0
1/1/2019 15:51,"fraud_Terry, Johns and Bins",misc_pos,9.77,F,NY,"Psychotherapist, child",a867e58a050e087287c98d089d0263f6,0
1/1/2019 15:51,"fraud_Okuneva, Schneider and Rau",shopping_pos,5.23,M,ME,"Engineer, electronics",f7aab14c7b89a4ba2e42c9276baef225,0
1/1/2019 15:51,fraud_Zboncak LLC,food_dining,41.38,F,NY,Database administrator,f43cbac11d8f45774daf51efa6d0394b,0
1/1/2019 15:51,"fraud_Turner, Ziemann and Lehner",food_dining,58.85,F,IA,"Teacher, early years/pre",e49744125347b52bd78fbe6c42b7d265,0
1/1/2019 15:53,"fraud_Heathcote, Yost and Kertzmann",shopping_net,3.99,F,IL,Race relations officer,37afec7af5c81892e2288eb35fe345de,0
1/1/2019 15:53,fraud_Brown Inc,kids_pets,63.1,F,CA,Occupational psychologist,d8ee72f65e807fe60823d8b0e323e496,0
1/1/2019 15:54,fraud_Pacocha-Bauch,shopping_pos,776.98,F,WV,Forensic psychologist,c654671b2ab1967cb230c64afd359e6a,0
1/1/2019 15:54,fraud_Grimes LLC,entertainment,9.6,F,MO,Cytogeneticist,eefbde21db646616bed2005eb04d360d,0
1/1/2019 15:54,fraud_Denesik and Sons,shopping_pos,137.64,M,IL,Radio broadcast assistant,a3253401042e7ef5d94a6a0f274c6444,0
1/1/2019 15:55,fraud_Padberg-Sauer,home,33.18,F,UT,Futures trader,5ee8f211c3d432db82c74db186364ea5,0
1/1/2019 15:55,fraud_Schulist Ltd,food_dining,17.13,F,SC,Museum/gallery conservator,ae31520fce136ea6579d401fd1636da0,0
1/1/2019 15:56,fraud_Rau-Grant,kids_pets,29.25,M,CA,Barista,981f1c53b24fe59780f0469e5dbec175,0
1/1/2019 15:56,fraud_Little Ltd,kids_pets,21.13,F,NC,Chief Strategy Officer,daceb8cd18519ec2ac30f744e05826aa,0
1/1/2019 15:56,fraud_Renner Ltd,home,1.65,F,NM,Civil Service administrator,ec8d3b43144bcaa4c34e9d95ca726c9c,0
1/1/2019 15:56,"fraud_Bernhard, Grant and Langworth",shopping_pos,217.73,F,VA,Chartered accountant,7002cba2b73ae85b6bb4e2b0d0619c61,0
1/1/2019 15:57,fraud_Hammes-Beatty,kids_pets,31.24,M,MD,Press photographer,c0d28ed6607cc976ebe0d868bbc35c1d,0
1/1/2019 15:57,"fraud_Hahn, Bahringer and McLaughlin",personal_care,65.26,F,WV,Forensic psychologist,1caba6df4f3c141333a2b11b1a45a919,0
1/1/2019 15:57,fraud_Stark-Batz,entertainment,39.32,F,AR,Surgeon,22c8fe946cfc89e33d8910e313a8ae96,0
1/1/2019 15:57,"fraud_Douglas, Schneider and Turner",shopping_pos,6.27,F,AR,"Scientist, audiological",d3318ac4ff0d41a4d707c5beff20e2da,0
1/1/2019 15:57,fraud_Rippin-VonRueden,health_fitness,52.36,M,MD,Operations geologist,94788a3bf67ea338bd91266fef6e59e2,0
1/1/2019 15:58,fraud_Goyette-Gerhold,kids_pets,128.67,F,OR,"Engineer, biomedical",0be296bc45f0b611875d1d67eb51db33,0
1/1/2019 15:59,fraud_Greenholt Ltd,health_fitness,74.62,M,MI,Electrical engineer,0f0beab7b987ffcc8eae34141ee28d1b,0
1/1/2019 15:59,fraud_Osinski Inc,personal_care,58.46,F,IL,Medical secretary,57e370436e01bcce99cbe8f5838ae804,0
1/1/2019 15:59,"fraud_Graham, Hegmann and Hammes",food_dining,20.66,F,CA,Airline pilot,5bcd9f7c01f968c6c3887bf3ea168f7e,0
1/1/2019 16:00,fraud_Berge-Ullrich,home,47.79,F,NC,Call centre manager,7c625c501ac560a09ad21d1b6fdf4405,0
1/1/2019 16:00,fraud_Monahan-Morar,personal_care,58.62,F,NY,"Teacher, primary school",e88378e60ce6ded8de76ce5e6dccaff8,0
1/1/2019 16:00,fraud_Wuckert-Goldner,home,27.84,M,NY,Further education lecturer,d1aa86ee8a932249b284a7721b84b9d4,0
1/1/2019 16:01,fraud_Gaylord-Powlowski,home,37.33,M,IA,Administrator,99259db0fcec0d7130431b7f64b9ae1d,0
1/1/2019 16:01,fraud_Kertzmann LLC,health_fitness,47.96,F,FL,Environmental consultant,32628589c6d7f8f8475b7be2da428d7a,0
1/1/2019 16:01,"fraud_Ruecker, Beer and Collier",shopping_net,1.29,M,NM,"Therapist, art",44793eab1f270cf540e2addf9bd78b35,0
1/1/2019 16:01,"fraud_Schroeder, Hauck and Treutel",entertainment,67.13,M,IA,Probation officer,148c2686e243375bede1b20600a0da51,0
1/1/2019 16:02,"fraud_Daugherty, Pouros and Beahan",shopping_pos,3.16,F,MI,Learning disability nurse,f8762daedf1ba71bf286f08f3413c1ff,0
1/1/2019 16:02,"fraud_McCullough, Hudson and Schuster",food_dining,2.98,F,OK,Barrister,9e042a0bc1979b6818799cbf74b251d4,0
1/1/2019 16:02,fraud_Weimann-Lockman,kids_pets,177.11,F,FL,Paramedic,8c56488eeb51de7c360a10edb0b7c087,0
1/1/2019 16:02,"fraud_Mante, Luettgen and Hackett",health_fitness,65.62,F,TX,"Radiographer, therapeutic",7bfd341faeb85179af45fbdb6ce56cc1,0
1/1/2019 16:02,fraud_Kertzmann LLC,health_fitness,34.7,M,NC,"Scientist, research (maths)",ed0c4cac72a942a2662b81cce91dbf4b,0
1/1/2019 16:03,fraud_Hills-Witting,shopping_net,3.89,F,MI,"Exhibitions officer, museum/gallery",9c7f4171fce7111db34eb60f56d74b9b,0
1/1/2019 16:04,fraud_Volkman PLC,food_dining,20.46,F,KS,Tourism officer,72c8925bf2e528518b8358e4bfdf3528,0
1/1/2019 16:04,"fraud_Prosacco, Kreiger and Kovacek",home,66.65,M,PA,Retail merchandiser,df941bf319f556872d8b5650141ff601,0
1/1/2019 16:05,fraud_Dooley Inc,shopping_pos,149.58,F,TX,Sports development officer,3ace21456aed0f8c954ea732270dc93a,0
1/1/2019 16:05,fraud_Bernhard-Lesch,food_dining,82.19,F,WA,Musician,9f9724cadcc815d518164a35df283c6a,0
1/1/2019 16:05,fraud_Satterfield-Lowe,travel,8.78,F,KS,Textile designer,addbeec87fb8401b4040d0ba935b6be8,0
1/1/2019 16:06,"fraud_Hahn, Douglas and Schowalter",travel,4.37,F,PA,"Administrator, charities/voluntary organisations",5be612692a03034431e37dadcb9280b6,0
1/1/2019 16:07,fraud_Little Ltd,kids_pets,4.32,M,PA,"Scientist, marine",1d48cffcb14f8d2d78a643dba4a6017c,0
1/1/2019 16:07,"fraud_Torp, Muller and Borer",health_fitness,26.37,F,GA,Educational psychologist,e6ddfbc6f34e4c8c253eb1924542a76d,0
1/1/2019 16:08,fraud_Kub-Heaney,health_fitness,36.45,F,TX,Cytogeneticist,e18ad9c5ca134574a9c3fd448e5d5f1b,0
1/1/2019 16:09,"fraud_Armstrong, Walter and Gottlieb",food_dining,78.21,F,LA,"Radiographer, diagnostic",5155617dc9ede6fda477a717d606ac46,0
1/1/2019 16:10,"fraud_Goyette, Howell and Collier",shopping_pos,13.7,F,OH,Environmental manager,7239c2cac2689d8d09cc2ef2805a962a,0
1/1/2019 16:10,fraud_Schiller Ltd,personal_care,71.84,F,PA,Patent attorney,a6b134fec6b8bb28146498f57844d3bf,0
1/1/2019 16:10,"fraud_Pouros, Walker and Spencer",kids_pets,68.67,M,FL,Plant breeder/geneticist,33890b2b65005f32604683de7b1358c4,0
1/1/2019 16:12,fraud_Torphy-Kertzmann,health_fitness,11.24,F,LA,Community education officer,c443c097a3f9f0b083e0eee4ffd3f48e,0
1/1/2019 16:12,fraud_Conroy-Emard,food_dining,61.82,M,IL,Futures trader,396c6335a27e273a50797c4306d44d2d,0
1/1/2019 16:12,fraud_Donnelly LLC,entertainment,170.12,F,IN,"Psychologist, forensic",609e080bdb29db8299cce938f68ef227,0
1/1/2019 16:13,"fraud_Yost, Schamberger and Windler",kids_pets,20.16,F,IA,Camera operator,1d1d5edb3d954595d160bb76a7e9841d,0
1/1/2019 16:14,"fraud_Moore, Williamson and Emmerich",home,1.47,F,MN,Naval architect,9794a5bf3f6539efcf9a8c7e6eb922b5,0
1/1/2019 16:14,fraud_Lynch Ltd,shopping_pos,21.99,F,IA,Camera operator,67241a0dd63eb8132ce837c595e41f81,0
1/1/2019 16:14,"fraud_Reichert, Huels and Hoppe",shopping_net,6.14,F,MO,Investment analyst,056e427a18edcf94b70e19960c9a6feb,0
1/1/2019 16:15,fraud_Bode-Rempel,kids_pets,10.24,F,PA,Tree surgeon,73d738e8c0fc38f9da65df7a847638e1,0
1/1/2019 16:15,fraud_Gibson-Deckow,entertainment,10.85,F,AL,Materials engineer,8a41e92d82c072545593c5e65a622b97,0
1/1/2019 16:15,"fraud_Mosciski, Ziemann and Farrell",shopping_net,5.84,M,WY,"Lecturer, higher education",9223c166a7be949edbe4a6cb39b39c96,0
1/1/2019 16:16,fraud_Denesik and Sons,shopping_pos,1025.38,F,TN,Warden/ranger,5cebc54b90d0a21e72fa18f6429a11d4,0
1/1/2019 16:16,fraud_Jakubowski Inc,home,55.84,M,MD,Press photographer,d01f9f38c4a04902fdb13ad80e0dfd67,0
1/1/2019 16:17,fraud_Gleason and Sons,kids_pets,191.18,F,WI,Applications developer,7d65ab35793b6e396d3947bf02d2a6d4,0
1/1/2019 16:18,fraud_Hilpert-Conroy,kids_pets,73.65,M,CA,Chartered public finance accountant,d015ec93ac7a579d27cf93a94f69165f,0
1/1/2019 16:18,"fraud_Ledner, Hartmann and Feest",health_fitness,9.79,F,SC,Animal technologist,397d059aacdc5adc04189b1142e7b4c8,0
1/1/2019 16:18,fraud_Cormier LLC,shopping_net,5.17,M,TN,Furniture conservator/restorer,4394dbae5d0ab0c761c7edf7390958d9,0
1/1/2019 16:18,fraud_McGlynn-Jaskolski,misc_pos,1.74,M,NY,Lexicographer,daba6dc6c6718b9d9e0c4b16fb0090ed,0
1/1/2019 16:18,fraud_Marvin-Lind,personal_care,4.67,F,NE,Insurance broker,fcb1551665e9e7b4a50c3e7894380760,0
1/1/2019 16:19,"fraud_Roberts, Daniel and Macejkovic",kids_pets,77.21,F,OK,"Programme researcher, broadcasting/film/video",c996bd9adc8244d774753d2ebdcdfd22,0
1/1/2019 16:20,fraud_Mohr Inc,shopping_pos,6.12,F,VT,"Scientist, marine",7ff46b43c4c76bc43934a8a2d8f9f3f3,0
1/1/2019 16:21,fraud_Hermann and Sons,shopping_pos,7.67,F,MI,Immunologist,4598cccc2ff0aa37ba26eac67ce47677,0
1/1/2019 16:21,"fraud_Hermiston, Russel and Price",food_dining,42.98,F,IL,Landscape architect,1ff47b13b85d4cbc4d34afd1ff543cd7,0
1/1/2019 16:21,fraud_Turner LLC,travel,9.98,M,NV,Immunologist,a0379cc8349970e7136d5d81e480a533,0
1/1/2019 16:22,fraud_Waelchi-Wolf,kids_pets,54,F,IL,"Buyer, industrial",d5cdca73a47ad06b10dddb2cba2b5361,0
1/1/2019 16:22,fraud_Rolfson-Kunde,personal_care,17.21,F,CA,Sales executive,ed56ff2860068ba47c10a64fcc6b3269,0
1/1/2019 16:22,fraud_Rolfson-Kunde,personal_care,4,M,MI,Horticultural consultant,8915461eb5a1bc759b3c748a6df3b984,0
1/1/2019 16:24,"fraud_Hauck, Dietrich and Funk",kids_pets,5.46,F,KY,Insurance risk surveyor,6583598d87b4e8f15ae9150f692eba6a,0
1/1/2019 16:24,"fraud_O'Connell, Botsford and Hand",home,9.78,F,TX,Sports development officer,abb54136c970cbc2746ad13ad1f58483,0
1/1/2019 16:24,fraud_McDermott-Rice,misc_pos,8.71,M,MD,Company secretary,2dded8ae0f4507152db7aa2a944a75e6,0
1/1/2019 16:24,"fraud_Hauck, Dietrich and Funk",kids_pets,19.34,F,IL,Medical secretary,50b531c1d5890f8ef03384cfbaa02006,0
1/1/2019 16:24,fraud_Stark-Koss,home,29.55,F,WV,Physiotherapist,f3543d7c6ede37fe5e441cfb986a2a23,0
1/1/2019 16:25,fraud_Crooks and Sons,personal_care,12.73,M,NY,Travel agency manager,c7ca1bde7958d3978f3e4eb6f84cf42d,0
1/1/2019 16:25,fraud_Waelchi Inc,kids_pets,52.54,M,VA,"Designer, multimedia",51a6f1c7574dc28cdf3c2aea2dac3aac,0
1/1/2019 16:26,fraud_Eichmann-Kilback,home,47.58,F,AL,Exercise physiologist,0cd2aff599108e9181a408f2d131b7ea,0
1/1/2019 16:26,fraud_Hermann-Gaylord,misc_pos,1.93,F,WA,Special educational needs teacher,04a953c9601dd378f92d2b77c342e436,0
1/1/2019 16:27,fraud_Kihn-Fritsch,food_dining,5.85,F,TX,Lexicographer,31e32371d287fddbca4336bd765c3527,0
1/1/2019 16:27,"fraud_Graham, Hegmann and Hammes",food_dining,15.26,M,MT,"Engineer, drilling",ce81251dc0f49ea86b6d29adc8f41586,0
1/1/2019 16:28,fraud_McGlynn-Jaskolski,misc_pos,6.11,F,IL,Medical secretary,7e7b9a36bce06689b28c781ed142e962,0
1/1/2019 16:28,"fraud_Hoppe, Harris and Bednar",entertainment,23.77,F,OK,Amenity horticulturist,81ff8891534e9bb6bc9310aac8c72acc,0
1/1/2019 16:28,fraud_Effertz LLC,entertainment,91.99,M,GA,Claims inspector/assessor,3f0fd866159a54b06f56569bb1c203ab,0
1/1/2019 16:29,fraud_Kozey-Boehm,shopping_net,31.09,F,LA,"Designer, furniture",1135790a94fe09eef7772f2dfdff0fd3,0
1/1/2019 16:29,"fraud_Bahringer, Bergnaum and Quitzon",home,202.33,M,OH,Building control surveyor,8484c0ab19cef576e95bc386200e0d25,0
1/1/2019 16:29,fraud_Heathcote LLC,shopping_net,411.05,F,CO,Water engineer,bff0c5ee21e4b589f90bcbb9abfcfde9,0
1/1/2019 16:30,"fraud_Armstrong, Walter and Gottlieb",food_dining,14.37,F,AL,Materials engineer,72add251c4b30c398ad5f0ffc645914c,0
1/1/2019 16:31,fraud_Lubowitz-Walter,kids_pets,48.43,F,MA,Radio producer,fb78676320beda4e755a2b994d7015a7,0
1/1/2019 16:31,fraud_Bernier and Sons,kids_pets,10.29,F,NM,"Surveyor, land/geomatics",ba1bdd81bb234a2eafca791594c3d125,0
1/1/2019 16:31,"fraud_Moore, Williamson and Emmerich",home,40.46,M,IL,"Development worker, community",8be439ceab60bcd609cced1eb8bf01dc,0
1/1/2019 16:31,fraud_Bernier and Sons,kids_pets,48.87,M,PA,Management consultant,476c1c8b1083c42378ab1e7d2bd5d0ce,0
1/1/2019 16:32,fraud_Bode-Rempel,kids_pets,18.68,F,NH,"Optician, dispensing",52c273253d9af8988b9fe097d0ab2ad5,0
1/1/2019 16:33,"fraud_Hermiston, Russel and Price",food_dining,51.36,F,NC,Chief Strategy Officer,7bad4a7f885b6ee17161e58d3197cced,0
1/1/2019 16:33,fraud_Schuppe-Schuppe,food_dining,61.27,M,CA,Marketing executive,ad977aa6040309df99a46b3465fa6c16,0
1/1/2019 16:34,fraud_Hyatt-Blick,travel,8.5,M,KS,Theatre director,7a59f4576d71899f8f1382b6a72c07b1,0
1/1/2019 16:34,fraud_Jewess LLC,shopping_pos,1.22,F,CA,"Therapist, horticultural",69bc46dc47a88dbf98c0a1a40387f91f,0
1/1/2019 16:34,"fraud_Schiller, Blanda and Johnson",home,49.92,F,WY,Educational psychologist,56ac3225fcd5e39df0ab2c8baa40b277,0
1/1/2019 16:34,"fraud_Bins, Balistreri and Beatty",shopping_pos,187.26,F,NJ,Senior tax professional/tax inspector,9f0e65e83950cf6b4ea8f47d98ef9d1a,0
1/1/2019 16:34,fraud_Carroll PLC,health_fitness,28.19,M,LA,Biomedical scientist,6da44e01eb880f7b0d692e05ef393a16,0
1/1/2019 16:34,fraud_Lemke and Sons,travel,8.29,F,AL,Ceramics designer,40b6c6556c2e742d257a8898d722e818,0
1/1/2019 16:35,fraud_Stark-Koss,home,12.28,M,FL,Exercise physiologist,5650d2aa28a95def319493fd2efad875,0
1/1/2019 16:35,fraud_Schoen-Quigley,kids_pets,17.85,F,NY,Comptroller,b45c1c871162b1b82726eaa005eec299,0
1/1/2019 16:35,fraud_Kub PLC,personal_care,3.52,M,OK,Media buyer,92f38ad6b8a8f932ea28b455ae7fabe4,0
1/1/2019 16:35,fraud_Treutel-King,travel,456.68,M,WY,"Administrator, local government",899fd5b8df85eef2c5fb022958703f02,0
1/1/2019 16:36,"fraud_Walter, Hettinger and Kessler",personal_care,82.91,M,TN,Clothing/textile technologist,cb5accb474ed68344dedb216c1997680,0
1/1/2019 16:37,"fraud_Runolfsdottir, Mueller and Hand",entertainment,14.94,F,IL,Landscape architect,0f899673463f6bf23ce3b98148aa2699,0
1/1/2019 16:37,fraud_Stamm-Rodriguez,misc_pos,267.29,F,PA,Energy manager,3b2996f5b5833d0d46637dfff4cdb2a2,0
1/1/2019 16:37,fraud_Fadel-Hilpert,health_fitness,79.25,F,NE,"Engineer, automotive",1b73146443084b5b63bea2b43404c8ea,0
1/1/2019 16:37,fraud_Altenwerth-Kilback,home,47.56,M,MI,General practice doctor,28f0f4fc75ced1a79715366c93144038,0
1/1/2019 16:37,fraud_Renner Ltd,home,18.25,M,KY,Surgeon,dc5ae05e3534604eb1296b5bd0f80001,0
1/1/2019 16:37,fraud_Feil-Morar,health_fitness,171.36,M,OH,"Copywriter, advertising",cf787bd826eca6a40c6265b8981bcb44,0
1/1/2019 16:37,fraud_Waelchi Inc,kids_pets,22.46,M,KS,Theatre director,c5539faa3a1b3f44a3ca5ad63e0cd990,0
1/1/2019 16:37,fraud_Schmeler Inc,misc_pos,1.92,M,MD,Art therapist,4f8c049e869dc6026501e0dc43b34e5a,0
1/1/2019 16:37,fraud_Torphy-Goyette,shopping_pos,7.27,F,MD,Regulatory affairs officer,507699b904a4a996e4daf97cc72051c5,0
1/1/2019 16:38,fraud_Padberg-Sauer,home,59.22,F,CA,Airline pilot,6e0303af2aa3dd5fade680d84da27bb6,0
1/1/2019 16:39,fraud_Kutch-Ferry,home,4.29,M,FL,Town planner,c89a6ba5bba09e3ca1d3ea0ba093c10d,0
1/1/2019 16:39,"fraud_Kutch, Steuber and Gerhold",food_dining,51.7,M,TX,"Pharmacist, community",7249b5199960cc7f1434487fd131a374,0
1/1/2019 16:40,fraud_Runte-Mohr,food_dining,11.64,M,MD,Art therapist,695e55692db13504a470672294fa5ae4,0
